,YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM_1,DIST_DIRECT_KM,DIST_ACHIEVED_KM_1
567380,2024,4,APR,2024-04-22,Slovakia,State (FIR),SCR,175373,174893.06,167733.89
567381,2024,4,APR,2024-04-22,Slovenia,State (FIR),CPF,123633,123557.75,121762.49
567382,2024,4,APR,2024-04-22,Slovenia,State (FIR),FTFM,123611,123547.1,121295.71
567383,2024,4,APR,2024-04-22,Slovenia,State (FIR),SCR,123296,123257.22,121117.19
567384,2024,4,APR,2024-04-22,Spain,State (FIR),CPF,2884383,2839587.49,2789046.34
567385,2024,4,APR,2024-04-22,Spain,State (FIR),FTFM,2896171,2828979.9,2769594.27
567386,2024,4,APR,2024-04-22,Spain,State (FIR),SCR,2846254,2781160.64,2723404.4
567387,2024,4,APR,2024-04-22,Spain (Canarias),State (FIR),CPF,297400,295715.42,291867.65
567388,2024,4,APR,2024-04-22,Spain (Canarias),State (FIR),FTFM,304102,298685.49,292789.22
567389,2024,4,APR,2024-04-22,Spain (Canarias),State (FIR),SCR,285636,280702.28,274957.49
567390,2024,4,APR,2024-04-22,Spain (Continental),State (FIR),CPF,2586983,2543872.07,2497178.68
567391,2024,4,APR,2024-04-22,Spain (Continental),State (FIR),FTFM,2592069,2530294.41,2476805.05
567392,2024,4,APR,2024-04-22,Spain (Continental),State (FIR),SCR,2560618,2500458.37,2448446.91
567393,2024,4,APR,2024-04-22,Sweden,State (FIR),CPF,538073,535737.25,528579.72
567394,2024,4,APR,2024-04-22,Sweden,State (FIR),FTFM,542861,538086.96,528622.15
567395,2024,4,APR,2024-04-22,Sweden,State (FIR),SCR,529201,524716.25,516077.49
567396,2024,4,APR,2024-04-22,Switzerland,State (FIR),CPF,366336,363431.92,352253.07
567397,2024,4,APR,2024-04-22,Switzerland,State (FIR),FTFM,384729,377560.1,361091.25
567398,2024,4,APR,2024-04-22,Switzerland,State (FIR),SCR,380865,374337.54,358442.81
567399,2024,4,APR,2024-04-22,Türkiye,State (FIR),CPF,2510582,2456622.91,2392522.63
567400,2024,4,APR,2024-04-22,Türkiye,State (FIR),SCR,2505358,2407851.41,2335071.76
567401,2024,4,APR,2024-04-22,Türkiye,State (FIR),FTFM,2656681,2548655.96,2470017.22
567402,2024,4,APR,2024-04-22,UK (Continental),State (FIR),CPF,1928602,1892624.65,1849406.59
567403,2024,4,APR,2024-04-22,UK (Continental),State (FIR),SCR,1759561,1709589.66,1659947.28
567404,2024,4,APR,2024-04-22,UK (Continental),State (FIR),FTFM,1865818,1809768.55,1757247.91
567405,2024,4,APR,2024-04-22,UK-Ireland FAB,FAB (FIR),SCR,2095645,2039730.33,1991091.33
567406,2024,4,APR,2024-04-22,UK-Ireland FAB,FAB (FIR),CPF,2366149,2324234.47,2281719.79
567407,2024,4,APR,2024-04-22,UK-Ireland FAB,FAB (FIR),FTFM,2253531,2190410.73,2138916.83
567408,2024,4,APR,2024-04-23,Albania,State (FIR),CPF,101053,100662.21,98562.31
567409,2024,4,APR,2024-04-23,Albania,State (FIR),FTFM,101849,101455.52,98432.0
567410,2024,4,APR,2024-04-23,Albania,State (FIR),SCR,95269,94931.99,92140.92
567411,2024,4,APR,2024-04-23,Armenia,State (FIR),CPF,23491,23307.85,22381.74
567412,2024,4,APR,2024-04-23,Armenia,State (FIR),FTFM,23204,22992.87,21802.21
567413,2024,4,APR,2024-04-23,Armenia,State (FIR),SCR,40913,40727.53,38760.77
567414,2024,4,APR,2024-04-23,Austria,State (FIR),CPF,658096,656679.72,644759.63
567415,2024,4,APR,2024-04-23,Austria,State (FIR),FTFM,660251,657985.51,641602.72
567416,2024,4,APR,2024-04-23,Austria,State (FIR),SCR,641180,639166.48,623719.05
567417,2024,4,APR,2024-04-23,BLUE MED FAB,FAB (FIR),CPF,3722585,3684903.52,3611636.86
567418,2024,4,APR,2024-04-23,BLUE MED FAB,FAB (FIR),FTFM,3731401,3664358.3,3584117.5
567419,2024,4,APR,2024-04-23,BLUE MED FAB,FAB (FIR),SCR,3609859,3548838.19,3474588.19
567420,2024,4,APR,2024-04-23,Baltic FAB,FAB (FIR),CPF,654342,649381.81,625092.63
567421,2024,4,APR,2024-04-23,Baltic FAB,FAB (FIR),FTFM,671062,658941.28,628548.53
567422,2024,4,APR,2024-04-23,Baltic FAB,FAB (FIR),SCR,649542,638702.13,611197.64
567423,2024,4,APR,2024-04-23,Belgium,State (FIR),CPF,395168,392785.03,380877.0
567424,2024,4,APR,2024-04-23,Belgium,State (FIR),FTFM,419671,411777.02,392924.98
567425,2024,4,APR,2024-04-23,Belgium,State (FIR),SCR,419234,411852.7,393326.36
567426,2024,4,APR,2024-04-23,Bosnia and Herzegovina,State (FIR),CPF,269684,269510.62,266484.27
567427,2024,4,APR,2024-04-23,Bosnia and Herzegovina,State (FIR),FTFM,275058,274653.51,271029.06
567428,2024,4,APR,2024-04-23,Bosnia and Herzegovina,State (FIR),SCR,268032,267787.54,264324.21
567429,2024,4,APR,2024-04-23,Bulgaria,State (FIR),CPF,638663,636632.64,617045.34
567430,2024,4,APR,2024-04-23,Bulgaria,State (FIR),FTFM,630285,627994.66,606223.92
567431,2024,4,APR,2024-04-23,Bulgaria,State (FIR),SCR,605613,603358.91,583669.48
567432,2024,4,APR,2024-04-23,Croatia,State (FIR),CPF,524118,523373.28,516825.22
567433,2024,4,APR,2024-04-23,Croatia,State (FIR),FTFM,523995,522934.88,515176.65
567434,2024,4,APR,2024-04-23,Croatia,State (FIR),SCR,499334,498608.74,491257.67
567435,2024,4,APR,2024-04-23,Cyprus,State (FIR),CPF,321849,318378.74,302607.27
567436,2024,4,APR,2024-04-23,Cyprus,State (FIR),FTFM,315129,308632.15,298106.6
567437,2024,4,APR,2024-04-23,Cyprus,State (FIR),SCR,294294,288179.68,279149.0
567438,2024,4,APR,2024-04-23,Czech Republic,State (FIR),CPF,397207,396000.81,387604.49
567439,2024,4,APR,2024-04-23,Czech Republic,State (FIR),FTFM,400616,398385.1,387473.47
567440,2024,4,APR,2024-04-23,Czech Republic,State (FIR),SCR,385984,383855.35,373375.65
567441,2024,4,APR,2024-04-23,DANUBE FAB,FAB (FIR),FTFM,1438158,1431324.45,1382278.01
567442,2024,4,APR,2024-04-23,DANUBE FAB,FAB (FIR),SCR,1362460,1355880.86,1312038.01
567443,2024,4,APR,2024-04-23,DANUBE FAB,FAB (FIR),CPF,1442820,1437847.77,1392489.14
567444,2024,4,APR,2024-04-23,DK-SE FAB,FAB (FIR),SCR,776299,769668.32,757478.62
567445,2024,4,APR,2024-04-23,DK-SE FAB,FAB (FIR),FTFM,797648,789768.4,776574.8
567446,2024,4,APR,2024-04-23,DK-SE FAB,FAB (FIR),CPF,781531,779309.67,770155.48
567447,2024,4,APR,2024-04-23,Denmark,State (FIR),CPF,263953,263534.54,260598.41
567448,2024,4,APR,2024-04-23,Denmark,State (FIR),SCR,264544,263203.76,258793.72
567449,2024,4,APR,2024-04-23,Denmark,State (FIR),FTFM,271244,269162.28,264391.14
567450,2024,4,APR,2024-04-23,EUROCONTROL Area (PRR),Area (FIR),CPF,28377591,27695291.78,27495863.91
567451,2024,4,APR,2024-04-23,EUROCONTROL Area (PRR),Area (FIR),FTFM,28675068,27625636.67,27373979.22
567452,2024,4,APR,2024-04-23,EUROCONTROL Area (PRR),Area (FIR),SCR,27771275,26798634.95,26554148.24
567453,2024,4,APR,2024-04-23,Estonia,State (FIR),CPF,73138,72891.9,69300.76
567454,2024,4,APR,2024-04-23,Estonia,State (FIR),FTFM,71738,71555.31,67805.95
567455,2024,4,APR,2024-04-23,Estonia,State (FIR),SCR,66852,66668.05,63253.47
567456,2024,4,APR,2024-04-23,FAB CE,FAB (FIR),FTFM,2703279,2684786.7,2633276.98
567457,2024,4,APR,2024-04-23,FAB CE,FAB (FIR),CPF,2690316,2677647.13,2636023.09
567458,2024,4,APR,2024-04-23,FAB CE,FAB (FIR),SCR,2601525,2584556.22,2536114.56
567459,2024,4,APR,2024-04-23,FAB CE (SES RP1),FAB (FIR),FTFM,1903110,1888639.44,1845959.85
567460,2024,4,APR,2024-04-23,FAB CE (SES RP1),FAB (FIR),SCR,1833318,1819725.03,1779690.92
567461,2024,4,APR,2024-04-23,FAB CE (SES RP1),FAB (FIR),CPF,1895162,1885345.87,1851364.82
567462,2024,4,APR,2024-04-23,FAB CE (SES RP2),FAB (FIR),SCR,2332729,2316980.46,2271030.49
567463,2024,4,APR,2024-04-23,FAB CE (SES RP2),FAB (FIR),CPF,2419170,2407436.32,2368079.04
567464,2024,4,APR,2024-04-23,FAB CE (SES RP2),FAB (FIR),FTFM,2427182,2410194.59,2361218.46
567465,2024,4,APR,2024-04-23,FABEC,FAB (FIR),FTFM,8423665,8135368.75,7968465.69
567466,2024,4,APR,2024-04-23,FABEC,FAB (FIR),CPF,8268347,8132517.39,8003296.38
567467,2024,4,APR,2024-04-23,FABEC,FAB (FIR),SCR,8233682,7961522.04,7800740.92
567468,2024,4,APR,2024-04-23,Finland,State (FIR),CPF,109193,108883.68,106334.02
567469,2024,4,APR,2024-04-23,Finland,State (FIR),FTFM,110795,110465.62,107625.04
567470,2024,4,APR,2024-04-23,Finland,State (FIR),SCR,103183,102862.33,100050.95
567471,2024,4,APR,2024-04-23,France,State (FIR),CPF,4525625,4454659.55,4368779.89
567472,2024,4,APR,2024-04-23,France,State (FIR),FTFM,4570144,4420664.71,4317534.02
567473,2024,4,APR,2024-04-23,France,State (FIR),SCR,4467213,4325147.02,4224930.2
567474,2024,4,APR,2024-04-23,Georgia,State (FIR),CPF,258544,257666.69,243628.78
567475,2024,4,APR,2024-04-23,Georgia,State (FIR),FTFM,255488,253969.53,242245.92
567476,2024,4,APR,2024-04-23,Georgia,State (FIR),SCR,195396,194334.74,186034.27
567477,2024,4,APR,2024-04-23,Germany,State (FIR),CPF,2511331,2488971.98,2445603.09
567478,2024,4,APR,2024-04-23,Germany,State (FIR),FTFM,2565045,2500473.85,2435903.13
567479,2024,4,APR,2024-04-23,Germany,State (FIR),SCR,2498923,2439775.51,2378156.01
567480,2024,4,APR,2024-04-23,Greece,State (FIR),CPF,1174103,1167442.88,1149555.75
567481,2024,4,APR,2024-04-23,Greece,State (FIR),FTFM,1178401,1165467.56,1144240.1
567482,2024,4,APR,2024-04-23,Greece,State (FIR),SCR,1108870,1098113.93,1079728.35
567483,2024,4,APR,2024-04-23,Hungary,State (FIR),CPF,539739,538495.94,527515.68
567484,2024,4,APR,2024-04-23,Hungary,State (FIR),SCR,511387,509203.61,497437.77
567485,2024,4,APR,2024-04-23,Hungary,State (FIR),FTFM,540398,538124.9,525424.34
567486,2024,4,APR,2024-04-23,Ireland,State (FIR),CPF,481436,480948.88,474824.22
567487,2024,4,APR,2024-04-23,Ireland,State (FIR),FTFM,429681,428697.31,422015.89
567488,2024,4,APR,2024-04-23,Ireland,State (FIR),SCR,357445,356780.14,351043.79
567489,2024,4,APR,2024-04-23,Italy,State (FIR),CPF,2086448,2065418.66,2021550.71
567490,2024,4,APR,2024-04-23,Italy,State (FIR),FTFM,2102007,2061395.28,2008015.35
567491,2024,4,APR,2024-04-23,Italy,State (FIR),SCR,2076544,2038032.07,1987474.42
567492,2024,4,APR,2024-04-23,Latvia,State (FIR),CPF,86883,86623.36,81471.92
567493,2024,4,APR,2024-04-23,Latvia,State (FIR),SCR,83619,83225.1,78421.07
567494,2024,4,APR,2024-04-23,Latvia,State (FIR),FTFM,88357,87952.68,82615.19
567495,2024,4,APR,2024-04-23,Lithuania,State (FIR),CPF,67702,67539.94,61427.92
567496,2024,4,APR,2024-04-23,Lithuania,State (FIR),SCR,65937,65776.39,59472.54
567497,2024,4,APR,2024-04-23,Lithuania,State (FIR),FTFM,69415,69194.47,62128.0
567498,2024,4,APR,2024-04-23,Malta,State (FIR),CPF,139148,138961.53,136888.62
567499,2024,4,APR,2024-04-23,Malta,State (FIR),SCR,121304,121237.71,119466.21
567500,2024,4,APR,2024-04-23,Malta,State (FIR),FTFM,133682,133570.14,131589.71
567501,2024,4,APR,2024-04-23,Moldova,State (FIR),CPF,1162,1161.94,911.81
567502,2024,4,APR,2024-04-23,Moldova,State (FIR),FTFM,827,820.69,631.05
567503,2024,4,APR,2024-04-23,Moldova,State (FIR),SCR,827,820.69,631.05
567504,2024,4,APR,2024-04-23,Morocco,State (FIR),CPF,734722,732055.93,723076.91
567505,2024,4,APR,2024-04-23,Morocco,State (FIR),SCR,732031,725647.92,715929.8
567506,2024,4,APR,2024-04-23,Morocco,State (FIR),FTFM,739915,732900.09,722485.98
567507,2024,4,APR,2024-04-23,NEFAB,FAB (FIR),FTFM,653130,643479.96,632388.67
567508,2024,4,APR,2024-04-23,NEFAB,FAB (FIR),CPF,655595,648095.2,638350.07
567509,2024,4,APR,2024-04-23,NEFAB,FAB (FIR),SCR,615215,605849.0,595823.94
567510,2024,4,APR,2024-04-23,Netherlands,State (FIR),FTFM,515239,506870.63,490747.4
567511,2024,4,APR,2024-04-23,Netherlands,State (FIR),CPF,501898,498790.89,487625.46
567512,2024,4,APR,2024-04-23,Netherlands,State (FIR),SCR,494937,487601.08,472380.12
567513,2024,4,APR,2024-04-23,North Macedonia,State (FIR),CPF,85415,85232.32,84014.83
567514,2024,4,APR,2024-04-23,North Macedonia,State (FIR),FTFM,85830,85645.71,83647.22
567515,2024,4,APR,2024-04-23,North Macedonia,State (FIR),SCR,80176,80047.27,78245.9
567516,2024,4,APR,2024-04-23,Norway,State (FIR),CPF,386249,384319.37,381114.75
567517,2024,4,APR,2024-04-23,Norway,State (FIR),FTFM,381889,377693.09,373991.42
567518,2024,4,APR,2024-04-23,Norway,State (FIR),SCR,361307,357324.36,353839.78
567519,2024,4,APR,2024-04-23,Poland,State (FIR),CPF,587481,585521.4,564377.34
567520,2024,4,APR,2024-04-23,Poland,State (FIR),FTFM,601375,592466.29,566206.92
567521,2024,4,APR,2024-04-23,Poland,State (FIR),SCR,582055,574330.99,550483.37
567522,2024,4,APR,2024-04-23,Portugal (Continental),State (FIR),CPF,798722,797361.21,787323.6
567523,2024,4,APR,2024-04-23,Portugal (Continental),State (FIR),FTFM,791130,788438.51,777042.58
567524,2024,4,APR,2024-04-23,Portugal (Continental),State (FIR),SCR,769575,767450.02,757118.23
567525,2024,4,APR,2024-04-23,Romania,State (FIR),CPF,804043,802792.1,775423.35
567526,2024,4,APR,2024-04-23,Romania,State (FIR),SCR,755105,753032.66,726709.91
567527,2024,4,APR,2024-04-23,Romania,State (FIR),FTFM,807389,805249.0,775545.82
567528,2024,4,APR,2024-04-23,SES Area (RP2),Area (FIR),CPF,23855094,23385014.65,23139849.69
567529,2024,4,APR,2024-04-23,SES Area (RP2),Area (FIR),FTFM,23986480,23221167.17,22923140.06
567530,2024,4,APR,2024-04-23,SES Area (RP2),Area (FIR),SCR,23269762,22551695.53,22269075.48
567531,2024,4,APR,2024-04-23,SES Area (RP3),Area (FIR),FTFM,22210032,21539140.99,21250770.65
567532,2024,4,APR,2024-04-23,SES Area (RP3),Area (FIR),CPF,22051267,21648500.4,21408604.82
567533,2024,4,APR,2024-04-23,SES Area (RP3),Area (FIR),SCR,21572381,20942025.05,20669187.74
567534,2024,4,APR,2024-04-23,SW FAB,FAB (FIR),SCR,3595386,3520229.35,3457841.17
567535,2024,4,APR,2024-04-23,SW FAB,FAB (FIR),CPF,3635976,3589505.35,3534162.19
567536,2024,4,APR,2024-04-23,SW FAB,FAB (FIR),FTFM,3637563,3558755.91,3494228.95
567537,2024,4,APR,2024-04-23,Serbia and Montenegro,State (FIR),CPF,512087,511035.83,503889.43
567538,2024,4,APR,2024-04-23,Serbia and Montenegro,State (FIR),FTFM,511208,509567.19,500217.57
567539,2024,4,APR,2024-04-23,Serbia and Montenegro,State (FIR),SCR,497292,495858.15,486990.14
567540,2024,4,APR,2024-04-23,Slovakia,State (FIR),CPF,178832,178447.68,172079.88
567541,2024,4,APR,2024-04-23,Slovakia,State (FIR),FTFM,179237,178379.22,171152.15
567542,2024,4,APR,2024-04-23,Slovakia,State (FIR),SCR,171616,170785.34,164210.26
567543,2024,4,APR,2024-04-23,Slovenia,State (FIR),CPF,122208,122104.58,120320.08
567544,2024,4,APR,2024-04-23,Slovenia,State (FIR),FTFM,123765,123686.53,121452.14
567545,2024,4,APR,2024-04-23,Slovenia,State (FIR),SCR,122479,122449.4,120308.09
567546,2024,4,APR,2024-04-23,Spain,State (FIR),CPF,2838698,2801278.01,2748289.4
567547,2024,4,APR,2024-04-23,Spain,State (FIR),FTFM,2849457,2782619.79,2720185.37
567548,2024,4,APR,2024-04-23,Spain,State (FIR),SCR,2824429,2760182.94,2699369.69
567549,2024,4,APR,2024-04-23,Spain (Canarias),State (FIR),CPF,314804,313231.69,308821.15
567550,2024,4,APR,2024-04-23,Spain (Canarias),State (FIR),FTFM,312832,306794.63,299901.39
567551,2024,4,APR,2024-04-23,Spain (Canarias),State (FIR),SCR,302680,297375.54,290620.31
567552,2024,4,APR,2024-04-23,Spain (Continental),State (FIR),CPF,2523894,2488046.33,2439468.25
567553,2024,4,APR,2024-04-23,Spain (Continental),State (FIR),FTFM,2536625,2475825.16,2420283.98
567554,2024,4,APR,2024-04-23,Spain (Continental),State (FIR),SCR,2521749,2462807.4,2408749.38
567555,2024,4,APR,2024-04-23,Sweden,State (FIR),CPF,517578,516009.71,509557.07
567556,2024,4,APR,2024-04-23,Sweden,State (FIR),FTFM,526270,521083.73,512051.39
567557,2024,4,APR,2024-04-23,Sweden,State (FIR),SCR,511575,506791.27,498505.74
567558,2024,4,APR,2024-04-23,Switzerland,State (FIR),CPF,336582,333569.4,322670.98
567559,2024,4,APR,2024-04-23,Switzerland,State (FIR),FTFM,356322,349549.44,333929.87
567560,2024,4,APR,2024-04-23,Switzerland,State (FIR),SCR,352475,346273.93,331096.13
567561,2024,4,APR,2024-04-23,Türkiye,State (FIR),CPF,2502164,2453277.0,2386503.71
567562,2024,4,APR,2024-04-23,Türkiye,State (FIR),SCR,2492376,2399100.13,2329156.9
567563,2024,4,APR,2024-04-23,Türkiye,State (FIR),FTFM,2660651,2555530.83,2477027.89
567564,2024,4,APR,2024-04-23,UK (Continental),State (FIR),CPF,1806629,1774984.09,1734078.25
567565,2024,4,APR,2024-04-23,UK (Continental),State (FIR),SCR,1694720,1646195.96,1597336.38
567566,2024,4,APR,2024-04-23,UK (Continental),State (FIR),FTFM,1782493,1729539.72,1678222.46
567567,2024,4,APR,2024-04-23,UK-Ireland FAB,FAB (FIR),SCR,2051989,1996686.07,1948223.98
567568,2024,4,APR,2024-04-23,UK-Ireland FAB,FAB (FIR),CPF,2288274,2250027.62,2209115.34
567569,2024,4,APR,2024-04-23,UK-Ireland FAB,FAB (FIR),FTFM,2211735,2150986.33,2099858.8
567570,2024,4,APR,2024-04-24,Albania,State (FIR),CPF,101425,101040.58,98410.11
567571,2024,4,APR,2024-04-24,Albania,State (FIR),FTFM,103649,103046.1,99350.98
567572,2024,4,APR,2024-04-24,Albania,State (FIR),SCR,95034,94480.55,91139.35
567573,2024,4,APR,2024-04-24,Armenia,State (FIR),CPF,22389,22203.81,21174.66
567574,2024,4,APR,2024-04-24,Armenia,State (FIR),FTFM,22292,22125.62,20918.69
567575,2024,4,APR,2024-04-24,Armenia,State (FIR),SCR,37833,37631.94,35854.24
567576,2024,4,APR,2024-04-24,Austria,State (FIR),CPF,685232,683700.08,671525.21
567577,2024,4,APR,2024-04-24,Austria,State (FIR),FTFM,685236,682742.32,665892.47
567578,2024,4,APR,2024-04-24,Austria,State (FIR),SCR,671232,669109.22,653025.52
567579,2024,4,APR,2024-04-24,BLUE MED FAB,FAB (FIR),CPF,3798416,3757257.7,3684349.14
567580,2024,4,APR,2024-04-24,BLUE MED FAB,FAB (FIR),FTFM,3800516,3730064.69,3649334.7
567581,2024,4,APR,2024-04-24,BLUE MED FAB,FAB (FIR),SCR,3681365,3617837.64,3542607.51
567582,2024,4,APR,2024-04-24,Baltic FAB,FAB (FIR),CPF,716627,711326.68,682267.49
567583,2024,4,APR,2024-04-24,Baltic FAB,FAB (FIR),FTFM,728345,716304.99,680546.77
567584,2024,4,APR,2024-04-24,Baltic FAB,FAB (FIR),SCR,708197,697170.71,664011.16
567585,2024,4,APR,2024-04-24,Belgium,State (FIR),CPF,429029,426823.01,415039.56
567586,2024,4,APR,2024-04-24,Belgium,State (FIR),FTFM,451604,443534.98,424066.62
567587,2024,4,APR,2024-04-24,Belgium,State (FIR),SCR,454631,447086.1,427970.42
567588,2024,4,APR,2024-04-24,Bosnia and Herzegovina,State (FIR),CPF,269915,269780.19,266613.44
567589,2024,4,APR,2024-04-24,Bosnia and Herzegovina,State (FIR),FTFM,277190,276778.42,272782.97
567590,2024,4,APR,2024-04-24,Bosnia and Herzegovina,State (FIR),SCR,270630,270395.0,266647.31
567591,2024,4,APR,2024-04-24,Bulgaria,State (FIR),CPF,691870,689841.98,667976.35
567592,2024,4,APR,2024-04-24,Bulgaria,State (FIR),FTFM,682045,679704.12,655276.44
567593,2024,4,APR,2024-04-24,Bulgaria,State (FIR),SCR,656583,654263.3,631916.69
567594,2024,4,APR,2024-04-24,Croatia,State (FIR),CPF,536427,535515.25,528905.25
567595,2024,4,APR,2024-04-24,Croatia,State (FIR),FTFM,536151,535177.43,527464.3
567596,2024,4,APR,2024-04-24,Croatia,State (FIR),SCR,510272,509583.05,502554.37
567597,2024,4,APR,2024-04-24,Cyprus,State (FIR),CPF,357550,352976.17,338196.77
567598,2024,4,APR,2024-04-24,Cyprus,State (FIR),FTFM,348196,341849.83,330136.93
567599,2024,4,APR,2024-04-24,Cyprus,State (FIR),SCR,329304,323136.11,312682.08
567600,2024,4,APR,2024-04-24,Czech Republic,State (FIR),CPF,419181,417836.59,409083.43
567601,2024,4,APR,2024-04-24,Czech Republic,State (FIR),FTFM,422243,420040.69,408377.21
567602,2024,4,APR,2024-04-24,Czech Republic,State (FIR),SCR,403875,401718.75,390650.83
567603,2024,4,APR,2024-04-24,DANUBE FAB,FAB (FIR),FTFM,1560008,1553017.96,1498121.64
567604,2024,4,APR,2024-04-24,DANUBE FAB,FAB (FIR),SCR,1475904,1469149.63,1419110.37
567605,2024,4,APR,2024-04-24,DANUBE FAB,FAB (FIR),CPF,1565792,1560650.1,1509906.32
567606,2024,4,APR,2024-04-24,DK-SE FAB,FAB (FIR),SCR,823380,816202.22,802824.33
567607,2024,4,APR,2024-04-24,DK-SE FAB,FAB (FIR),FTFM,847937,840011.02,825777.94
567608,2024,4,APR,2024-04-24,DK-SE FAB,FAB (FIR),CPF,834530,832228.46,822294.12
567609,2024,4,APR,2024-04-24,Denmark,State (FIR),CPF,278526,278024.14,274805.44
567610,2024,4,APR,2024-04-24,Denmark,State (FIR),SCR,277493,275962.1,271173.99
567611,2024,4,APR,2024-04-24,Denmark,State (FIR),FTFM,284465,282613.6,277414.23
567612,2024,4,APR,2024-04-24,EUROCONTROL Area (PRR),Area (FIR),CPF,29146085,28447659.41,28249609.54
567613,2024,4,APR,2024-04-24,EUROCONTROL Area (PRR),Area (FIR),FTFM,29356061,28276102.54,28014287.42
567614,2024,4,APR,2024-04-24,EUROCONTROL Area (PRR),Area (FIR),SCR,28473037,27471053.21,27215133.76
567615,2024,4,APR,2024-04-24,Estonia,State (FIR),CPF,88642,88287.78,83588.3
567616,2024,4,APR,2024-04-24,Estonia,State (FIR),FTFM,86113,85871.27,81234.58
567617,2024,4,APR,2024-04-24,Estonia,State (FIR),SCR,80976,80730.86,76453.62
567618,2024,4,APR,2024-04-24,FAB CE,FAB (FIR),FTFM,2810476,2791523.92,2737313.3
567619,2024,4,APR,2024-04-24,FAB CE,FAB (FIR),CPF,2795389,2782325.7,2738918.11
567620,2024,4,APR,2024-04-24,FAB CE,FAB (FIR),SCR,2706213,2688861.02,2637991.93
567621,2024,4,APR,2024-04-24,FAB CE (SES RP1),FAB (FIR),FTFM,1997133,1982259.05,1937070.26
567622,2024,4,APR,2024-04-24,FAB CE (SES RP1),FAB (FIR),SCR,1923953,1909980.63,1867452.78
567623,2024,4,APR,2024-04-24,FAB CE (SES RP1),FAB (FIR),CPF,1990198,1980130.7,1944538.0
567624,2024,4,APR,2024-04-24,FAB CE (SES RP2),FAB (FIR),SCR,2435227,2419124.1,2370997.16
567625,2024,4,APR,2024-04-24,FAB CE (SES RP2),FAB (FIR),CPF,2526842,2514727.98,2473662.7
567626,2024,4,APR,2024-04-24,FAB CE (SES RP2),FAB (FIR),FTFM,2533902,2516498.92,2465144.47
567627,2024,4,APR,2024-04-24,FABEC,FAB (FIR),FTFM,8581445,8288437.42,8123006.89
567628,2024,4,APR,2024-04-24,FABEC,FAB (FIR),CPF,8439377,8306212.72,8180577.68
567629,2024,4,APR,2024-04-24,FABEC,FAB (FIR),SCR,8412050,8136822.77,7976345.13
567630,2024,4,APR,2024-04-24,Finland,State (FIR),CPF,118013,117628.31,114332.42
567631,2024,4,APR,2024-04-24,Finland,State (FIR),FTFM,119976,119568.3,115830.31
567632,2024,4,APR,2024-04-24,Finland,State (FIR),SCR,112320,111928.43,108252.98
567633,2024,4,APR,2024-04-24,France,State (FIR),CPF,4538132,4472261.91,4391956.55
567634,2024,4,APR,2024-04-24,France,State (FIR),FTFM,4574242,4423381.92,4324428.68
567635,2024,4,APR,2024-04-24,France,State (FIR),SCR,4484729,4342392.17,4245990.99
567636,2024,4,APR,2024-04-24,Georgia,State (FIR),CPF,249513,248702.27,235914.42
567637,2024,4,APR,2024-04-24,Georgia,State (FIR),FTFM,244824,243453.9,231973.82
567638,2024,4,APR,2024-04-24,Georgia,State (FIR),SCR,192339,191365.41,182829.22
567639,2024,4,APR,2024-04-24,Germany,State (FIR),CPF,2603372,2579049.78,2533842.72
567640,2024,4,APR,2024-04-24,Germany,State (FIR),FTFM,2651327,2584416.6,2517667.23
567641,2024,4,APR,2024-04-24,Germany,State (FIR),SCR,2592554,2530842.06,2466789.35
567642,2024,4,APR,2024-04-24,Greece,State (FIR),CPF,1210310,1203840.47,1183758.27
567643,2024,4,APR,2024-04-24,Greece,State (FIR),FTFM,1219533,1205412.41,1181399.55
567644,2024,4,APR,2024-04-24,Greece,State (FIR),SCR,1152371,1140928.09,1119838.31
567645,2024,4,APR,2024-04-24,Hungary,State (FIR),CPF,569116,567946.12,556420.41
567646,2024,4,APR,2024-04-24,Hungary,State (FIR),SCR,538183,535761.82,523147.86
567647,2024,4,APR,2024-04-24,Hungary,State (FIR),FTFM,572053,569537.36,556011.94
567648,2024,4,APR,2024-04-24,Ireland,State (FIR),CPF,416919,416409.67,411931.95
567649,2024,4,APR,2024-04-24,Ireland,State (FIR),FTFM,339257,338113.0,333351.81
567650,2024,4,APR,2024-04-24,Ireland,State (FIR),SCR,277016,276239.9,272114.27
567651,2024,4,APR,2024-04-24,Italy,State (FIR),CPF,2117986,2095749.79,2051760.25
567652,2024,4,APR,2024-04-24,Italy,State (FIR),FTFM,2125485,2084028.55,2032444.94
567653,2024,4,APR,2024-04-24,Italy,State (FIR),SCR,2100816,2061629.83,2012715.36
567654,2024,4,APR,2024-04-24,Latvia,State (FIR),CPF,103473,103048.55,97006.23
567655,2024,4,APR,2024-04-24,Latvia,State (FIR),SCR,99071,98506.71,92906.72
567656,2024,4,APR,2024-04-24,Latvia,State (FIR),FTFM,104110,103540.93,97426.02
567657,2024,4,APR,2024-04-24,Lithuania,State (FIR),CPF,76667,76498.85,68817.74
567658,2024,4,APR,2024-04-24,Lithuania,State (FIR),SCR,75129,74856.99,66813.12
567659,2024,4,APR,2024-04-24,Lithuania,State (FIR),FTFM,78500,78165.56,69439.31
